Age,Temperature
-388.4,1.36
-389.9,1.11
-390.5,1.00
-394,0.41
-395.2,0.20
-391.6,0.79
-395.7,0.10
-391.5,0.78
-393.2,0.49
-393.2,0.47
-391.3,0.77
-390.3,0.92
-390,0.96
-389.8,0.97
-394.7,0.15
-391.2,0.71
-393.4,0.32
-393.1,0.35
-397.2,-0.34
-395.6,-0.10
-395.6,-0.12
-394.4,0.05
-393,0.26
-388.2,1.03
-388.1,1.02
-388.8,0.88
-383.1,1.79
-382.7,1.83
-381.4,2.01
-379.4,2.32
-376.5,2.77
-373.3,3.27
-377.6,2.53
-377.4,2.54
-373.3,3.19
-373.1,3.19
-371.2,3.48
-369.4,3.75
-371.7,3.34
-372.2,3.23
-371.28,3.35
-373.82,2.90
-372.99,3.01
-368.6,3.70
-368.9,3.62
-373.1,2.90
-371.77,3.09
-374,2.69
-372.77,2.87
-372.97,2.81
-377.43,2.04
-379.94,1.60
-379.71,1.61
-381.1,1.36
-382.2,1.15
-385.8,0.53
-384,0.80
-389.1,-0.07
-392.3,-0.62
-392.4,-0.66
-394,-0.95
-397.1,-1.48
-399.6,-1.92
-400.8,-2.14
-400.8,-2.17
-403.6,-2.65
-405.2,-2.94
-404.1,-2.78
-406.3,-3.17
-406.1,-3.16
-408,-3.50
-410.8,-3.98
-411.5,-4.12
-414.3,-4.60
-417,-5.07
-420.6,-5.68
-419.4,-5.50
-422,-5.95
-423.5,-6.21
-425.5,-6.55
-427.9,-6.96
-428.7,-7.10
-432.4,-7.71
-436.5,-8.39
-441.3,-9.18
-443.6,-9.56
-440.2,-8.99
-441.6,-9.22
-444.3,-9.66
-440.2,-8.98
-441.2,-9.14
-436.3,-8.33
-440.6,-9.03
-438.2,-8.62
-439.62,-8.85
-439.6,-8.84
-437.8,-8.53
-438.8,-8.69
-436.4,-8.29
-437.3,-8.43
-440.1,-8.88
-434.8,-8.01
-437.6,-8.46
-437.8,-8.49
-431.4,-7.44
-435.7,-8.14
-439.4,-8.74
-438.6,-8.61
-434.9,-8.00
-425.9,-6.52
-433.2,-7.73
-430,-7.20
-430.5,-7.28
-431,-7.36
-435.5,-8.10
-432.5,-7.61
-433.9,-7.83
-434.3,-7.89
-434.2,-7.87
-433.3,-7.72
-434.2,-7.86
-434.9,-7.97
-432.8,-7.63
-432.6,-7.59
-431.4,-7.40
-434.7,-7.94
-432.3,-7.55
-436,-8.15
-438.6,-8.58
-439.9,-8.79
-441.2,-9.00
-440.4,-8.87
-440.4,-8.87
-438.3,-8.52
-438.6,-8.57
-439.9,-8.78
-439.5,-8.70
-441,-8.94
-441.3,-8.99
-440.2,-8.80
-437.9,-8.41
-438.6,-8.52
-439.7,-8.70
-434.5,-7.84
-439.2,-8.60
-434.6,-7.84
-440.1,-8.74
-433.8,-7.69
-438.1,-8.39
-435.1,-7.89
-432.1,-7.40
-433.4,-7.61
-437.4,-8.26
-430.2,-7.07
-424.2,-6.07
-430.5,-7.11
-433.2,-7.55
-431.1,-7.20
-432.7,-7.46
-436.94,-8.14
-437.3,-8.19
-432.3,-7.36
-431.55,-7.23
-433.7,-7.58
-433.6,-7.55
-433.1,-7.46
-435.2,-7.80
-433.4,-7.50
-431.5,-7.18
-428.8,-6.73
-432.8,-7.38
-434.4,-7.64
-438.4,-8.29
-435.6,-7.82
-433.1,-7.40
-432.9,-7.36
-429.3,-6.77
-431,-7.04
-431.1,-7.06
-425.7,-6.17
-427.7,-6.49
-427.5,-6.46
-427.1,-6.39
-427.4,-6.44
-425.4,-6.11
-422.9,-5.70
-418.4,-4.96
-421.2,-5.42
-424.1,-5.90
-425.7,-6.16
-427.7,-6.49
-430,-6.86
-436.6,-7.94
-435.7,-7.78
-435,-7.66
-433.8,-7.45
-432.7,-7.26
-432.5,-7.22
-431.3,-7.01
-428,-6.46
-429.3,-6.67
-428.1,-6.46
-428.4,-6.50
-426.6,-6.20
-430.6,-6.85
-427.6,-6.35
-425.1,-5.93
-424.4,-5.81
-424.1,-5.76
-422.2,-5.44
-419,-4.91
-419.4,-4.97
-421.3,-5.28
-419.7,-5.02
-419.1,-4.92
-416.1,-4.42
-417.2,-4.60
-412.1,-3.76
-416.7,-4.52
-420.6,-5.15
-421.2,-5.24
-420.3,-5.09
-425.7,-5.97
-425.2,-5.87
-426.4,-6.06
-423.9,-5.63
-422.4,-5.37
-421.3,-5.18
-416.4,-4.36
-419.6,-4.88
-420,-4.93
-416.3,-4.31
-416.4,-4.32
-410.2,-3.29
-406.5,-2.67
-413.9,-3.88
-418.09,-4.56
-419.3,-4.74
-423.1,-5.35
-423.4,-5.37
-427.3,-5.99
-426.7,-5.86
-432,-6.70
-430.9,-6.48
-427,-5.80
-428.3,-5.98
-424.7,-5.35
-420.8,-4.68
-421.3,-4.73
-422.9,-4.96
-421.5,-4.70
-421.4,-4.65
-419.3,-4.26
-418.1,-4.03
-416.1,-3.67
-414.2,-3.33
-414.3,-3.32
-411.2,-2.78
-410.3,-2.61
-409,-2.37
-409.5,-2.43
-407,-2.00
-409,-2.30
-407.9,-2.10
-402.1,-1.12
-401.3,-0.98
-405.9,-1.71
-403.6,-1.31
-403.2,-1.23
-401.6,-0.95
-401.6,-0.93
-398.5,-0.40
-398.9,-0.45
-397.8,-0.25
-398.1,-0.28
-394.7,0.29
-397.8,-0.20
-398,-0.22
-402.5,-0.94
-400.4,-0.57
-394.2,0.47
-395,0.36
-393.4,0.64
-397.8,-0.07
-395.6,0.31
-395.2,0.39
-394.6,0.51
-393.5,0.70
-390.8,1.16
-388.2,1.60
-391,1.15
-393,0.83
-392.2,0.98
-387.4,1.78
-388.4,1.62
-388.4,1.63
-388.8,1.57
-388.8,1.58
-385.2,2.18
-389.4,1.49
-387.6,1.79
-385.5,2.14
-385.1,2.20
-382.6,2.62
-385.6,2.12
-384.7,2.27
-386.3,2.01
-385.1,2.20
-386.9,1.90
-388.5,1.64
-383.8,2.41
-385.7,2.10
-387,1.88
-387.6,1.78
-384.9,2.22
-388.9,1.56
-383.7,2.41
-383.2,2.49
-382.2,2.65
-381.8,2.71
-384.7,2.22
-387.3,1.79
-383.3,2.44
-384.3,2.27
-378.9,3.15
-380.4,2.90
-384.6,2.19
-380.3,2.90
-385.3,2.06
-382.9,2.45
-381.5,2.67
-384.5,2.17
-385.5,1.99
-386.81,1.77
-386.37,1.83
-384.72,2.09
-383.94,2.21
-386.79,1.73
-384.3,2.13
-386.22,1.80
-386.62,1.73
-387.52,1.57
-387.36,1.58
-386.48,1.72
-387.93,1.47
-386.35,1.72
-387.8,1.47
-388.4,1.37
-386.7,1.64
-390.8,0.95
-392.11,0.72
-393.78,0.44
-393.39,0.49
-393.72,0.43
-395.76,0.08
-392.22,0.66
-393.26,0.48
-394.69,0.23
-391.94,0.68
-392.5,0.57
-396.4,-0.08
-394.3,0.26
-393.2,0.43
-394.7,0.17
-394.9,0.12
-391.9,0.61
-393.6,0.31
-393.5,0.31
-394.7,0.10
-391.4,0.63
-393.1,0.33
-390.9,0.67
-389.8,0.83
-392.4,0.38
-392.6,0.32
-390.7,0.61
-393.8,0.08
-394.1,0.01
-395.7,-0.28
-395.8,-0.32
-395.2,-0.24
-395.7,-0.35
-394,-0.09
-397.1,-0.62
-396.1,-0.48
-394.8,-0.29
-396.5,-0.59
-397.3,-0.75
-400.9,-1.37
-401.1,-1.43
-402.7,-1.72
-403.4,-1.87
-401.3,-1.55
-400.9,-1.51
-405,-2.21
-407.1,-2.59
-404,-2.10
-405.3,-2.34
-398.8,-1.29
-392.3,-0.24
-390.1,0.09
-392.2,-0.29
-396.2,-0.99
-401.5,-1.90
-401,-1.85
-402.5,-2.13
-405.6,-2.67
-403.1,-2.29
-406.8,-2.93
-412.8,-3.95
-417.2,-4.70
-416.6,-4.63
-423.7,-5.83
-424.9,-6.05
-428.1,-6.61
-429,-6.79
-433.6,-7.58
-436.6,-8.10
-437,-8.19
-436.9,-8.19
-436.8,-8.19
-437.8,-8.39
-436,-8.12
-438.56,-8.58
-435.9,-8.17
-437.7,-8.49
-434.8,-8.03
-440,-8.91
-444.32,-9.63
-441.88,-9.25
-443.84,-9.60
-438.86,-8.80
-441.19,-9.19
-440.92,-9.15
-440.18,-9.04
-440.33,-9.07
-438.26,-8.73
-435.82,-8.33
-436.33,-8.42
-433.24,-7.91
-428.61,-7.15
-432.4,-7.77
-430.4,-7.45
-430.4,-7.45
-431.6,-7.65
-430.6,-7.48
-422.5,-6.15
-423.5,-6.32
-424.9,-6.56
-431.1,-7.58
-429.3,-7.28
-429.2,-7.26
-431.6,-7.65
-433.3,-7.92
-425.9,-6.70
-428.2,-7.07
-433.2,-7.89
-429.3,-7.24
-423.9,-6.34
-426.8,-6.81
-428,-7.01
-430.3,-7.39
-435.3,-8.21
-439.7,-8.92
-438.4,-8.70
-439.3,-8.83
-439.2,-8.80
-437.3,-8.47
-436.6,-8.34
-436.1,-8.24
-431.4,-7.45
-429.6,-7.15
-432.6,-7.63
-432.8,-7.65
-435.5,-8.08
-437.8,-8.44
-438.3,-8.50
-436.5,-8.17
-435.8,-8.03
-439.7,-8.64
-433.5,-7.58
-426.9,-6.47
-431.8,-7.26
-426.1,-6.30
-419.4,-5.18
-417.3,-4.83
-412.3,-4.00
-416.1,-4.62
-421.5,-5.50
-425.7,-6.17
-430.9,-7.01
-430.3,-6.89
-423.5,-5.75
-419.6,-5.09
-416.7,-4.61
-414.2,-4.19
-412.8,-3.95
-417,-4.64
-420.4,-5.19
-425.3,-5.98
-423.9,-5.73
-420.5,-5.15
-419.4,-4.95
-418.3,-4.76
-419.5,-4.94
-417.1,-4.53
-416,-4.34
-413.8,-3.97
-415,-4.15
-412.5,-3.74
-412.7,-3.76
-410.3,-3.36
-411.4,-3.54
-410.8,-3.44
-410.5,-3.39
-410.7,-3.42
-409.5,-3.22
-406.7,-2.76
-406.6,-2.75
-405.4,-2.56
-404.4,-2.40
-405.4,-2.57
-398,-1.36
-404.9,-2.51
-404.1,-2.39
-403.2,-2.25
-403.5,-2.31
-404.2,-2.44
-406.4,-2.81
-407.7,-3.03
-409,-3.25
-409,-3.25
-410,-3.42
-410,-3.42
-410.43,-3.50
-408.8,-3.23
-413,-3.93
-411.89,-3.75
-412,-3.78
-412,-3.78
-412,-3.79
-410.7,-3.58
-411.7,-3.74
-411.9,-3.78
-413,-3.97
-411.1,-3.66
-413,-3.97
-412.1,-3.83
-412.7,-3.93
-411.7,-3.77
-411.3,-3.72
-414.8,-4.30
-414.5,-4.25
-414.9,-4.31
-415.5,-4.41
-415.7,-4.45
-417.9,-4.81
-414,-4.16
-415.6,-4.43
-415.7,-4.45
-415.2,-4.37
-414.2,-4.21
-415.7,-4.46
-412.9,-4.00
-415.3,-4.40
-419.2,-5.04
-420.9,-5.32
-420.3,-5.21
-418.5,-4.91
-417.2,-4.70
-416.8,-4.63
-416.1,-4.52
-416.3,-4.55
-418.4,-4.90
-425.1,-6.00
-424.8,-5.94
-423.6,-5.73
-424,-5.78
-422.7,-5.55
-423.5,-5.67
-424.1,-5.76
-424.6,-5.83
-424.9,-5.86
-423.6,-5.63
-423.1,-5.53
-423,-5.49
-423.9,-5.62
-422.6,-5.38
-419,-4.77
-419.6,-4.84
-420.7,-5.00
-420.7,-4.98
-417.7,-4.46
-415.5,-4.08
-415.2,-4.01
-418.1,-4.48
-417.2,-4.31
-417.1,-4.28
-412.5,-3.51
-415.6,-4.01
-412.3,-3.46
-413.1,-3.59
-412.4,-3.47
-412.3,-3.45
-411,-3.23
-412.5,-3.48
-412.1,-3.41
-414.1,-3.75
-412.3,-3.45
-410.3,-3.12
-415.2,-3.94
-411.9,-3.40
-412.3,-3.47
-411.8,-3.40
-412.8,-3.58
-420.4,-4.84
-418.6,-4.55
-418.9,-4.61
-417,-4.30
-418.2,-4.51
-416.8,-4.29
-420.09,-4.84
-417.1,-4.35
-418.73,-4.64
-420.4,-4.93
-419.9,-4.86
-419.6,-4.82
-417.1,-4.42
-419.85,-4.90
-417.8,-4.58
-416,-4.31
-414.8,-4.14
-416.5,-4.44
-416.7,-4.50
-420.7,-5.18
-422.1,-5.43
-425.9,-6.07
-430,-6.75
-433.5,-7.33
-432.2,-7.12
-435.8,-7.71
-434.4,-7.48
-435.8,-7.71
-433,-7.24
-432.7,-7.20
-429.3,-6.64
-431.4,-6.99
-430,-6.76
-430.3,-6.82
-429.9,-6.76
-428.12,-6.47
-434.5,-7.53
-435.9,-7.77
-434.6,-7.56
-434,-7.46
-434.45,-7.55
-433.7,-7.43
-432.7,-7.28
-431.6,-7.10
-432.4,-7.24
-433,-7.35
-434.8,-7.64
-437.8,-8.13
-437.8,-8.12
-438,-8.14
-436.7,-7.91
-432.3,-7.17
-430.3,-6.82
-432.5,-7.17
-432.8,-7.20
-430.5,-6.81
-426.6,-6.14
-421.9,-5.35
-423.4,-5.58
-427.7,-6.28
-429,-6.48
-431.9,-6.94
-428.1,-6.29
-427.8,-6.23
-423,-5.42
-420.9,-5.07
-418.6,-4.68
-417.6,-4.52
-414.7,-4.04
-410.5,-3.35
-408.9,-3.09
-409.8,-3.25
-418.3,-4.67
-415.5,-4.21
-416.7,-4.41
-420.7,-5.07
-420,-4.95
-422.7,-5.38
-423.4,-5.49
-424.5,-5.66
-427.5,-6.15
-431.9,-6.86
-431.5,-6.77
-429.9,-6.48
-425.7,-5.75
-424.2,-5.48
-424,-5.43
-422.8,-5.21
-421.6,-5.00
-419.6,-4.65
-418.8,-4.49
-419.8,-4.64
-416.4,-4.07
-416.1,-4.00
-414.4,-3.70
-414.2,-3.66
-412.7,-3.40
-412.4,-3.33
-410.8,-3.06
-411.8,-3.22
-409.4,-2.81
-409.8,-2.87
-408.1,-2.59
-407.49,-2.49
-405.8,-2.21
-408.05,-2.58
-404.8,-2.05
-404.9,-2.07
-405.7,-2.21
-406,-2.27
-404.8,-2.08
-402,-1.63
-403.1,-1.82
-403.1,-1.84
-403.3,-1.89
-402.7,-1.80
-404,-2.02
-400.4,-1.44
-403,-1.87
-400.2,-1.42
-399,-1.22
-401.7,-1.68
-403.2,-1.93
-400.2,-1.44
-400.8,-1.54
-399.8,-1.38
-401.1,-1.59
-400.6,-1.51
-402.2,-1.77
-400.5,-1.49
-398.1,-1.09
-400.4,-1.47
-400.1,-1.42
-401.4,-1.64
-400.5,-1.48
-400.6,-1.50
-401.3,-1.61
-400.5,-1.48
-400.1,-1.42
-400.5,-1.49
-400.2,-1.45
-399.8,-1.38
-400.2,-1.44
-401.8,-1.69
-400.8,-1.51
-402.6,-1.79
-403.1,-1.86
-400.6,-1.43
-401.3,-1.53
-400.1,-1.32
-405.2,-2.15
-402.1,-1.63
-400.6,-1.35
-400.4,-1.29
-403.4,-1.76
-400.9,-1.31
-401.8,-1.41
-400.9,-1.23
-401.1,-1.22
-402.2,-1.37
-400,-0.99
-400.9,-1.14
-402.4,-1.42
-403.2,-1.62
-403.2,-1.73
-402.4,-1.73
-404.4,-2.11
-403.4,-1.95
-402.8,-1.83
-403,-1.87
-405.4,-2.27
-403.4,-1.95
-402.6,-1.83
-401.8,-1.71
-399.6,-1.36
-396.8,-0.92
-397.7,-1.08
-397.7,-1.10
-397.3,-1.06
-397.8,-1.16
-397.1,-1.07
-399.3,-1.46
-404.3,-2.31
-408.6,-3.04
-407.1,-2.81
-410.9,-3.45
-414.8,-4.10
-415.5,-4.23
-419,-4.81
-424.5,-5.72
-428.1,-6.31
-432.5,-7.03
-431.7,-6.89
-425.8,-5.90
-425,-5.75
-427.2,-6.10
-423.5,-5.49
-429.8,-6.52
-431.1,-6.73
-427.5,-6.11
-422,-5.18
-418.7,-4.62
-415.32,-4.05
-411.9,-3.48
-411.9,-3.47
-421.1,-4.99
-426.7,-5.92
-425.37,-5.68
-423.2,-5.30
-422,-5.09
-419.3,-4.63
-417.5,-4.32
-414.9,-3.89
-418.2,-4.42
-424.4,-5.44
-429.8,-6.31
-432.3,-6.70
-430.8,-6.42
-425.8,-5.54
-424.89,-5.35
-422.9,-4.99
-424.2,-5.18
-418.6,-4.23
-419.3,-4.33
-418.6,-4.19
-418.9,-4.22
-417.2,-3.92
-414.8,-3.51
-414.6,-3.47
-413.1,-3.21
-411.51,-2.94
-407.9,-2.35
-405.8,-2.01
-404.1,-1.74
-401.7,-1.37
-399.9,-1.09
-400.74,-1.26
-401.75,-1.47
-401.29,-1.43
-401.25,-1.46
-398.44,-1.04
-400.05,-1.35
-397.9,-1.04
-399.2,-1.30
-396.9,-0.97
-398.5,-1.28
-399.3,-1.46
-401.9,-1.94
-403.7,-2.28
-400.4,-1.79
-403.14,-2.29
-403.37,-2.38
-400.5,-1.96
-400.1,-1.95
-403.69,-2.59
-402.9,-2.52
-404.5,-2.84
-402.9,-2.63
-402.9,-2.69
-399.6,-2.20
-405.3,-3.19
-412.5,-4.42
-419,-5.54
-428.7,-7.17
-435.8,-8.37
-437.8,-8.72
-438.3,-8.80
-434.9,-8.24
-439,-8.90
-439.2,-8.92
-436.1,-8.39
-438,-8.68
-439.1,-8.84
-439.3,-8.86
-435.5,-8.21
-432.7,-7.73
-432.5,-7.68
-432.7,-7.71
-433.4,-7.82
-431.2,-7.46
-428.9,-7.07
-431.3,-7.47
-430.2,-7.29
-432.9,-7.72
-434.2,-7.92
-432.2,-7.58
-427.9,-6.87
-426.9,-6.71
-430.93,-7.38
-431.7,-7.52
-436.7,-8.36
-434.6,-8.02
-438.4,-8.64
-436.3,-8.30
-434.54,-8.00
-433.5,-7.82
-437.1,-8.42
-440.3,-8.94
-441,-9.05
-441,-9.03
-440.7,-8.95
-440.5,-8.89
-437.1,-8.31
-430.74,-7.24
-430.97,-7.28
-433,-7.62
-436.25,-8.16
-436.81,-8.25
-435.22,-7.99
-433.41,-7.68
-432.45,-7.51
-429.74,-7.05
-426.77,-6.54
-423.21,-5.94
-423.08,-5.89
-428.19,-6.71
-432.11,-7.34
-429.5,-6.90
-422,-5.65
-416.2,-4.67
-419.2,-5.15
-424.1,-5.95
-427.2,-6.46
-430.7,-7.02
-432.7,-7.34
-430.5,-6.95
-425.09,-6.02
-422.6,-5.58
-420.5,-5.20
-421.5,-5.34
-422.3,-5.46
-421,-5.23
-418.7,-4.83
-417.9,-4.68
-417.7,-4.62
-417.76,-4.61
-416.7,-4.41
-414.8,-4.07
-414.3,-3.97
-413.05,-3.73
-411.8,-3.50
-411.6,-3.44
-411.3,-3.36
-412.3,-3.50
-413.7,-3.70
-411.7,-3.35
-410.6,-3.14
-410.2,-3.05
-410.4,-3.05
-407.7,-2.59
-407.4,-2.51
-409,-2.75
-408.8,-2.70
-407.7,-2.50
-407.2,-2.39
-405.2,-2.04
-402.6,-1.60
-402.4,-1.55
-404.4,-1.86
-404.2,-1.82
-405.9,-2.08
-405.5,-2.00
-405.2,-1.94
-404.6,-1.83
-405.2,-1.92
-404.3,-1.77
-404.8,-1.85
-406.1,-2.07
-404.8,-1.86
-403.7,-1.69
-405.2,-1.94
-404.8,-1.88
-404.5,-1.84
-404.9,-1.92
-406.9,-2.26
-408.6,-2.55
-408.2,-2.49
-409.7,-2.75
-407.8,-2.45
-406.9,-2.31
-405.9,-2.16
-403.4,-1.77
-404.8,-2.02
-406.9,-2.40
-407.3,-2.49
-406.3,-2.36
-406.7,-2.45
-408.5,-2.78
-410,-3.05
-410.8,-3.21
-410.7,-3.21
-412.1,-3.46
-413.7,-3.75
-413.3,-3.70
-413,-3.67
-412.2,-3.56
-411.7,-3.50
-414.7,-4.02
-413.7,-3.88
-414.5,-4.06
-413.8,-4.00
-413.8,-4.05
-414.3,-4.19
-414.53,-4.29
-411.9,-3.90
-412.4,-4.02
-413.5,-4.23
-419.2,-5.20
-419.37,-5.26
-421.29,-5.59
-425.12,-6.23
-426.6,-6.47
-429.3,-6.92
-430.7,-7.13
-435.4,-7.90
-440.9,-8.77
-438.4,-8.32
-431.5,-7.14
-423.2,-5.75
-419.9,-5.18
-419.48,-5.07
-425.9,-6.10
-425.2,-5.96
-425.9,-6.05
-424.7,-5.83
-424,-5.69
-421.8,-5.31
-421.4,-5.23
-421.8,-5.28
-419.2,-4.85
-415.31,-4.20
-412.9,-3.79
-413.7,-3.93
-413.7,-3.95
-414.8,-4.15
-413.7,-3.99
-411.9,-3.72
-413.6,-4.03
-416.1,-4.47
-416.2,-4.52
-417.4,-4.76
-420.9,-5.38
-422.2,-5.62
-425.9,-6.27
-431.1,-7.16
-436.5,-8.08
-437.4,-8.24
-437.4,-8.25
-438.7,-8.47
-439.4,-8.60
-441.4,-8.95
-440.5,-8.84
-439.2,-8.67
-437.4,-8.41
-438.3,-8.56
-438.3,-8.56
-438.7,-8.62
-438.78,-8.63
-439.2,-8.69
-438.7,-8.60
-437.8,-8.44
-437.1,-8.32
-438.3,-8.50
-439,-8.58
-439.3,-8.59
-438.5,-8.42
-438.5,-8.37
-438,-8.24
-436.6,-7.97
-435.8,-7.79
-434.5,-7.54
-432.8,-7.22
-427.2,-6.25
-422.9,-5.50
-420.6,-5.09
-422,-5.30
-424.9,-5.77
-426.8,-6.07
-429,-6.43
-433.3,-7.12
-434.3,-7.27
-434.8,-7.33
-431.3,-6.72
-425.8,-5.78
-422.3,-5.16
-419.8,-4.72
-420.1,-4.76
-422.2,-5.10
-425,-5.56
-429,-6.22
-430.1,-6.40
-427.8,-6.00
-423.9,-5.33
-419.2,-4.54
-415,-3.84
-414.6,-3.80
-415.23,-3.93
-417.3,-4.32
-418.2,-4.52
-415.6,-4.13
-413.6,-3.82
-411.4,-3.47
-408.2,-2.96
-406.6,-2.69
-406.7,-2.70
-406.6,-2.67
-404.6,-2.34
-403.6,-2.17
-403.4,-2.13
-403.6,-2.17
-404.8,-2.37
-404.2,-2.28
-401.5,-1.84
-402.7,-2.04
-400.54,-1.70
-400.5,-1.71
-397,-1.15
-396.3,-1.05
-396.1,-1.04
-393.4,-0.63
-392.7,-0.54
-399.8,-1.75
-403.3,-2.37
-404.4,-2.59
-407.2,-3.09
-410.7,-3.70
-414,-4.27
-418.6,-5.05
-421.8,-5.61
-423.5,-5.91
-427.1,-6.51
-432,-7.33
-437.3,-8.23
-439,-8.53
-440.2,-8.73
-439,-8.54
-441.1,-8.88
-441.42,-8.92
-440.9,-8.82
